px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS	sensor_type
6.17346	-7.58632	-2.83591	-2.50611	-0.649566	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	1.99515	R
6.2894	-7.49056	-2.82598	-2.53575	-0.644369	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0.210912	L
6.41267	-7.40527	-2.85042	-2.57369	-0.657355	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	1.18047	R
6.54305	-7.31209	-2.88685	-2.60121	-0.651776	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0.238794	L
6.67768	-7.2323	-2.8815	-2.63471	-0.648291	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	0.0107016	R
6.80215	-7.16161	-2.85311	-2.66784	-0.646763	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0.174454	L
6.86234	-7.07598	-2.68702	-2.63822	-0.551015	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	8.71278	R
6.97802	-7.00295	-2.69305	-2.66031	-0.545928	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0.126699	L
7.10806	-6.93361	-2.6839	-2.6851	-0.537017	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	0.149762	R
7.25123	-6.83773	-2.7334	-2.70009	-0.522343	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	0.715437	L
7.32776	-6.75077	-2.55116	-2.66811	-0.426597	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	9.90655	R
7.46336	-6.65569	-2.59971	-2.67636	-0.411283	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	0.666327	L
7.57447	-6.58224	-2.55266	-2.68031	-0.38363	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	0.810361	R
7.69413	-6.51067	-2.55184	-2.69439	-0.377238	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	0.198643	L
7.8431	-6.45756	-2.62168	-2.73426	-0.40699	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	1.07743	R
7.97195	-6.39035	-2.626	-2.74932	-0.400173	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826	0.162099	L
8.03379	-6.31451	-2.44046	-2.7152	-0.320581	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048	7.58598	R
8.14747	-6.23784	-2.46867	-2.7159	-0.305762	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048	0.527811	L
8.26516	-6.17069	-2.44626	-2.71867	-0.286306	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801	0.488619	R
8.40927	-6.07824	-2.51421	-2.71536	-0.266914	8.45315	-5.97158	8.45	-5.95	2.727	1.818	0.81325	L
8.50784	-6.01262	-2.4595	-2.70678	-0.235742	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064	1.10898	R
8.63074	-5.93002	-2.50554	-2.70144	-0.218829	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064	0.555936	L
8.76183	-5.87588	-2.55828	-2.72052	-0.231707	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976	0.520249	R
8.9004	-5.77828	-2.63363	-2.70762	-0.2073	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974	1.1764	L
8.99445	-5.70164	-2.52504	-2.6785	-0.148694	9.21669	-5.64514	9.05	-5.55	1.99699	1.997	4.57378	R
9.12622	-5.59673	-2.59844	-2.65907	-0.122283	9.15342	-5.45253	9.15	-5.45	1.997	1.99701	1.29214	L
9.21826	-5.50183	-2.48949	-2.62091	-0.0602976	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659	4.24087	R
9.34959	-5.38387	-2.55606	-2.59585	-0.0330352	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659	1.29624	L
9.44149	-5.28553	-2.47405	-2.55915	0.0193679	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219	2.8356	R
9.5608	-5.16948	-2.52489	-2.53433	0.0417465	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219	0.897998	L
9.67339	-5.09834	-2.56107	-2.5419	0.0261369	9.62802	-5.02338	9.65	-5	1.99604	0.998028	0.447359	R
9.77782	-5.00607	-2.58023	-2.52858	0.0372129	9.75	-4.94288	9.75	-4.95	1.99605	0.998028	0.268664	L
9.86377	-4.90742	-2.48626	-2.49	0.0893374	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894	2.86891	R
9.97006	-4.80934	-2.50002	-2.47592	0.0977507	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894	0.158529	L
10.0469	-4.70463	-2.40806	-2.43041	0.154363	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951	3.29539	R
10.1531	-4.57418	-2.46855	-2.39889	0.175773	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948	0.889028	L
10.2428	-4.46951	-2.45508	-2.37423	0.194374	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907	0.458992	R
10.3464	-4.34336	-2.50508	-2.3482	0.208628	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907	0.432328	L
10.4324	-4.24336	-2.50244	-2.32632	0.224546	10.56	-4.15868	10.45	-4.1	2.00061	3.0009	0.424815	R
10.5327	-4.09866	-2.59293	-2.29199	0.246057	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009	1.21642	L
10.6473	-4.00365	-2.6659	-2.30794	0.204742	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964	1.91921	R
10.7432	-3.86239	-2.7331	-2.27883	0.222175	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962	0.792701	L
10.7697	-3.72401	-2.60558	-2.18609	0.33759	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952	10.9117	R
10.8533	-3.56724	-2.68955	-2.14885	0.356498	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949	1.07721	L
10.9609	-3.46714	-2.75344	-2.17687	0.288911	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064	4.07304	R
11.0438	-3.32546	-2.80273	-2.15213	0.298403	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064	0.340742	L
11.0746	-3.18423	-2.73362	-2.07893	0.381037	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563	5.43756	R
11.1464	-3.03082	-2.79358	-2.04876	0.3913	11.1569	-2.944	11.15	-2.95	0.998526	2.9956	0.471394	L
11.1457	-2.85679	-2.71572	-1.93384	0.526366	11.1386	-2.78926	11.15	-2.8	0	2.73104	14.119	R
11.1892	-2.69977	-2.7374	-1.89538	0.534874	11.141	-2.65084	11.15	-2.65	0	2.73102	0.261901	L
11.1967	-2.53595	-2.72417	-1.81614	0.606655	11.1042	-2.54354	11.15	-2.55	0	1.81785	3.77716	R
11.2156	-2.41175	-2.6737	-1.78222	0.607321	11.1497	-2.45904	11.15	-2.45	0	1.81785	0.381335	L
11.3034	-2.32016	-2.65211	-1.8436	0.469835	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465	15.238	R
11.3442	-2.15224	-2.72983	-1.81327	0.475224	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465	0.639827	L
11.356	-1.9958	-2.72617	-1.75936	0.514988	11.3117	-1.92025	11.35	-1.95	0	1.81854	1.18835	R
11.3764	-1.85415	-2.71181	-1.72938	0.516531	11.3504	-1.8663	11.35	-1.85	0	1.81853	0.0460481	L
11.3907	-1.70404	-2.71238	-1.69123	0.531332	11.4185	-1.70062	11.35	-1.7	0	2.72762	0.182289	R
11.3987	-1.54978	-2.72001	-1.65676	0.535932	11.3568	-1.53205	11.35	-1.55	0	2.72762	0.11123	L
11.3394	-1.38299	-2.7316	-1.54382	0.658774	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653	10.8462	R
11.3178	-1.23697	-2.71857	-1.49979	0.66574	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653	0.300608	L
11.2207	-1.056	-2.81822	-1.36432	0.811931	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021	15.5379	R
11.164	-0.912821	-2.80005	-1.30772	0.82282	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021	0.653187	L
11.0922	-0.765491	-2.8601	-1.23291	0.871387	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107	1.98226	R
11.0261	-0.634805	-2.85457	-1.1802	0.879597	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104	0.365003	L
10.9057	-0.475143	-3.01535	-1.07205	0.975231	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006	8.26529	R
10.8172	-0.349846	-3.00836	-1.01517	0.982667	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003	0.27041	L
10.722	-0.216724	-3.00693	-0.956363	0.989214	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892	0.112299	R
10.6105	-0.134658	-2.91999	-0.883564	1.00944	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893	1.28573	L
10.4613	-0.00745048	-3.12464	-0.786081	1.08434	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041	8.06676	R
10.3321	0.0601223	-3.06613	-0.711109	1.10609	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041	1.07681	L
10.2365	0.12785	-2.91911	-0.66549	1.0851	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0	2.48121	R
10.1052	0.144442	-2.8197	-0.576434	1.12248	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0	2.61738	L
9.96649	0.214945	-2.85357	-0.504752	1.13812	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584	1.11408	R
9.81472	0.223213	-2.78051	-0.406515	1.17588	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584	2.12727	L
9.65521	0.273558	-2.90274	-0.332568	1.19741	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471	2.32801	R
9.50765	0.274195	-2.86592	-0.24573	1.2254	9.45825	0.149456	9.45	0.15	-2.99545	0.998471	1.05729	L
9.39606	0.267164	-2.58092	-0.168765	1.22616	9.22819	0.16178	9.35	0.15	-1.81963	0	7.13763	R
9.2541	0.249423	-2.55272	-0.0780114	1.25066	9.24456	0.139817	9.25	0.15	-1.81962	0	0.718804	L
9.1034	0.265104	-2.68147	-0.0184072	1.24948	9.0729	0.205961	9.1	0.2	-3.00059	1.0002	1.45395	R
8.96863	0.260442	-2.68144	0.0463238	1.25174	8.96281	0.250937	8.95	0.25	-3.0006	1.0002	0.00709161	L
8.82378	0.257585	-2.74991	0.103456	1.24653	8.84168	0.257617	8.8	0.25	-2.99995	0	0.446634	R
8.68305	0.24056	-2.75752	0.165512	1.24583	8.65606	0.24536	8.65	0.25	-2.99994	0	0.0395094	L
8.53655	0.220521	-2.80315	0.222212	1.23932	8.43549	0.247188	8.5	0.25	-2.99323	0	0.294798	R
8.39234	0.200689	-2.81579	0.273776	1.22793	8.34184	0.250769	8.35	0.25	-2.9932	0	0.278139	L
8.24995	0.160833	-2.79449	0.337307	1.22449	8.27073	0.243988	8.2	0.25	-2.73233	0	0.161617	R
8.09787	0.143172	-2.79742	0.376857	1.1961	8.03847	0.260731	8.05	0.25	-2.73234	0	0.994087	L
7.9549	0.109419	-2.87114	0.414028	1.17075	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078	0.991678	R
7.81242	0.0720682	-2.87811	0.454168	1.15174	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077	0.672346	L
7.64675	0.0387144	-3.02139	0.470642	1.1031	7.46173	0.143776	7.6	0.15	-2.99599	0	3.64635	R
7.5069	0.0110729	-2.9992	0.494157	1.07146	7.45455	0.149294	7.45	0.15	-2.99596	0	1.26214	L
7.40443	-0.072693	-2.81054	0.577518	1.10671	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998	5.01146	R
7.27859	-0.106625	-2.75979	0.602832	1.07192	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998	1.55736	L
7.13065	-0.156476	-2.86773	0.614374	1.01378	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664	4.29902	R
6.99447	-0.222235	-2.85089	0.649642	0.993462	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662	0.671076	L
6.94698	-0.347621	-2.58569	0.771981	1.08572	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126	12.217	R
6.85011	-0.423077	-2.55091	0.816323	1.07101	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124	0.380721	L
6.6865	-0.45678	-2.77655	0.763598	0.927831	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759	20.4497	R
6.58246	-0.551474	-2.7792	0.805931	0.923765	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757	0.0753459	L
6.52236	-0.699517	-2.67088	0.916661	1.00539	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986	5.66983	R
6.43891	-0.825895	-2.67988	0.976682	1.00999	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986	0.0506638	L
6.39637	-0.973831	-2.64934	1.07764	1.07909	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766	3.18974	R
6.33857	-1.10767	-2.67414	1.13942	1.08632	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763	0.184652	L
6.27197	-1.24858	-2.6955	1.19559	1.08075	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618	0.281182	R
6.22182	-1.40245	-2.72253	1.26047	1.08541	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616	0.153196	L
6.25084	-1.63799	-2.83115	1.44497	1.26344	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144	19.446	R
6.25565	-1.78123	-2.7947	1.52104	1.27078	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144	0.482233	L
6.25964	-1.91695	-2.78466	1.58852	1.27619	6.34	-1.88987	6.35	-1.9	0	-2.99515	0.133436	R
6.28218	-2.05047	-2.76496	1.66036	1.28446	6.35828	-2.03886	6.35	-2.05	0	-2.99515	0.319258	L
6.29572	-2.17837	-2.68332	1.71485	1.25757	6.45002	-2.23466	6.35	-2.2	0	-2.72856	1.31259	R
6.32454	-2.32638	-2.68874	1.78568	1.25885	6.34057	-2.34076	6.35	-2.35	0	-2.72854	0.024547	L
6.37563	-2.49321	-2.77358	1.87065	1.28143	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247	0.96046	R
6.42996	-2.6392	-2.77729	1.94367	1.28355	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467	0.0340432	L
6.4463	-2.71286	-2.44363	1.97247	1.21377	6.46538	-2.81029	6.45	-2.8	0	-2.72732	11.7662	R
6.49168	-2.85749	-2.48515	2.02777	1.20017	6.45762	-2.94003	6.45	-2.95	0	-2.7273	0.454986	L
6.55115	-3.01075	-2.59748	2.08732	1.198	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363	1.47076	R
6.60464	-3.17772	-2.67	2.12722	1.1684	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626	1.70441	L
6.66597	-3.30787	-2.61802	2.17279	1.14305	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301	1.71027	R
6.72537	-3.47901	-2.69501	2.20017	1.10401	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301	2.3953	L
6.78639	-3.59815	-2.58999	2.23811	1.07359	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243	2.67228	R
6.84367	-3.76658	-2.65658	2.25263	1.02644	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428	2.74162	L
6.8976	-3.87201	-2.49776	2.2832	0.993209	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284	3.96097	R
6.95037	-4.04079	-2.56178	2.28437	0.93807	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284	3.4278	L
6.99108	-4.12406	-2.35351	2.3066	0.905396	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968	5.70979	R
7.03974	-4.26683	-2.40187	2.306	0.858685	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966	2.52961	L
7.13628	-4.40246	-2.61547	2.33624	0.851633	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479	4.85657	R
7.20237	-4.55651	-2.66832	2.33285	0.804723	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479	2.75345	L
7.2618	-4.64608	-2.52516	2.35436	0.782059	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196	2.98891	R
7.32604	-4.78367	-2.56004	2.35287	0.741326	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194	1.83197	L
7.40415	-4.8901	-2.49486	2.37578	0.72198	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906	1.39757	R
7.46124	-5.0497	-2.52831	2.35661	0.663847	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904	3.25416	L
7.57502	-5.1876	-2.80244	2.37816	0.657878	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964	8.15312	R
7.6402	-5.34943	-2.8388	2.35533	0.602789	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964	2.97005	L
7.69942	-5.4403	-2.64083	2.36498	0.57844	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076	4.9969	R
7.75542	-5.58463	-2.65924	2.34504	0.530557	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074	2.07543	L
7.86007	-5.71294	-2.76461	2.36261	0.521128	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249	1.85474	R
7.93172	-5.87928	-2.7923	2.3394	0.470336	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249	2.26774	L
7.98986	-5.96971	-2.52619	2.34618	0.44711	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851	7.26791	R
8.04911	-6.12077	-2.54412	2.32312	0.400912	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849	1.79094	L
8.1472	-6.23761	-2.59418	2.33821	0.394778	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577	0.429285	R
8.22227	-6.37243	-2.60505	2.32999	0.365908	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577	0.70365	L
8.3384	-6.50093	-2.74148	2.34668	0.364285	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269	1.70899	R
8.41299	-6.64698	-2.75267	2.33017	0.329105	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269	1.0147	L
8.49967	-6.75779	-2.67168	2.33677	0.316718	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401	1.14052	R
8.55793	-6.91495	-2.68329	2.30528	0.269523	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398	1.77734	L
8.64417	-7.03366	-2.66009	2.30777	0.257143	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014	0.583489	R
8.6891	-7.20738	-2.67944	2.26125	0.198657	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012	2.70959	L
8.77461	-7.32444	-2.71914	2.26461	0.192935	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828	0.403708	R
8.83179	-7.46484	-2.73127	2.24082	0.160622	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828	0.863313	L
8.91149	-7.58513	-2.70265	2.24029	0.150978	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717	0.384335	R
8.96106	-7.74728	-2.71618	2.2039	0.107725	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715	1.48047	L
9.03383	-7.86892	-2.67223	2.19951	0.0966784	8.88546	-7.96913	8.9	-8	0.908945	-2.72688	0.457471	R
9.07168	-8.04065	-2.69256	2.15388	0.0474325	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687	1.87819	L
9.1427	-8.16551	-2.66713	2.14924	0.0396903	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027	0.200089	R
9.20287	-8.30694	-2.6742	2.13199	0.0209543	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026	0.272547	L
9.28529	-8.43538	-2.78769	2.13661	0.0277147	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963	1.5337	R
9.32466	-8.58427	-2.79956	2.10469	-0.00444876	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996	0.843908	L
9.39027	-8.70768	-2.80892	2.10066	-0.00771104	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783	0.233801	R
9.43143	-8.86366	-2.83207	2.0688	-0.0381789	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784	0.771605	L
9.46974	-8.98219	-2.62827	2.04456	-0.0672526	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844	4.99861	R
9.50983	-9.12835	-2.63415	2.01921	-0.0881619	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843	0.378608	L
9.56772	-9.26095	-2.6409	2.01144	-0.0906423	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543	0.138921	R
9.60439	-9.41247	-2.65262	1.9842	-0.112003	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542	0.367499	L
9.66778	-9.55581	-2.6921	1.97904	-0.109828	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927	0.256575	R
9.70889	-9.71074	-2.70934	1.95585	-0.126233	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923	0.224164	L
9.77864	-9.85902	-2.82276	1.95829	-0.113626	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586	1.59952	R
9.80802	-10.0087	-2.83721	1.93194	-0.133413	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584	0.324242	L
9.82683	-10.1318	-2.64735	1.89968	-0.166535	9.75497	-10.1932	9.75	-10.2	0	-2.72857	4.09283	R
9.8366	-10.3	-2.67443	1.85838	-0.197262	9.74697	-10.3629	9.75	-10.35	0	-2.72854	0.763011	L
9.88097	-10.4474	-2.72252	1.85103	-0.191205	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293	0.379525	R
9.9033	-10.608	-2.74049	1.82428	-0.206675	9.86261	-10.6462	9.85	-10.65	0.909773	-2.7293	0.199618	L
9.91419	-10.7382	-2.60602	1.79172	-0.234959	9.86786	-10.8223	9.85	-10.8	0	-2.72846	2.20928	R
9.916	-10.8995	-2.62934	1.75505	-0.257495	9.8455	-10.9408	9.85	-10.95	0	-2.72844	0.425574	L
9.93182	-11.0391	-2.59879	1.73295	-0.267179	9.84594	-11.0973	9.85	-11.1	0	-2.72748	0.189466	R
9.92006	-11.2041	-2.62754	1.69098	-0.292949	9.83549	-11.2481	9.85	-11.25	0	-2.72745	0.577041	L
9.93961	-11.3449	-2.67208	1.68031	-0.286418	9.8926	-11.4631	9.85	-11.4	0	-2.9967	0.285425	R
9.92711	-11.5037	-2.70916	1.64355	-0.307607	9.87136	-11.5692	9.85	-11.55	0	-2.99671	0.468875	L
9.90993	-11.6371	-2.58082	1.5986	-0.345829	9.89882	-11.7746	9.8	-11.7	-0.909227	-2.72768	2.81861	R
9.86622	-11.8089	-2.62641	1.54397	-0.379368	9.74749	-11.8623	9.75	-11.85	-0.909218	-2.72765	1.06811	L
9.83498	-11.9392	-2.5226	1.49565	-0.41611	9.75738	-12.0161	9.7	-12	-0.908714	-2.72613	1.94165	R
9.77596	-12.1054	-2.57178	1.4379	-0.448712	9.65408	-12.1513	9.65	-12.15	-0.908706	-2.7261	1.06496	L
9.71264	-12.2185	-2.40772	1.36431	-0.514547	9.60373	-12.2428	9.6	-12.25	-0.909639	-1.81931	5.26613	R
9.64881	-12.3547	-2.42706	1.31231	-0.536534	9.54006	-12.3354	9.55	-12.35	-0.90964	-1.8193	0.703202	L
9.55098	-12.4404	-2.20794	1.20608	-0.639559	9.38815	-12.3607	9.45	-12.45	-1.81824	-1.81825	11.6107	R
9.46832	-12.5602	-2.23473	1.14576	-0.662592	9.35049	-12.5377	9.35	-12.55	-1.81823	-1.81823	0.826859	L
9.36346	-12.6474	-2.09379	1.0344	-0.764063	9.33568	-12.8372	9.2	-12.65	-2.72578	-1.81718	10.2516	R
9.2391	-12.7641	-2.16391	0.950932	-0.801318	9.04708	-12.7528	9.05	-12.75	-2.72576	-1.81717	2.17511	L
9.14501	-12.85	-2.14074	0.877805	-0.838372	8.97697	-12.8161	8.95	-12.85	-1.8192	-1.81921	1.09674	R
9.01351	-12.954	-2.2119	0.798684	-0.867377	8.84904	-12.9423	8.85	-12.95	-1.81921	-1.81921	1.59671	L
8.9007	-13.0286	-2.20667	0.719501	-0.906252	8.64934	-12.9537	8.7	-13.05	-2.72781	-1.81854	1.32737	R
8.73976	-13.132	-2.32121	0.635166	-0.935171	8.5479	-13.1496	8.55	-13.15	-2.7278	-1.81853	2.24819	L
8.52954	-13.1728	-2.3796	0.437094	-1.12946	8.43462	-13.263	8.4	-13.15	-2.72644	0	21.9241	R
8.37628	-13.2186	-2.41635	0.354711	-1.14677	8.26001	-13.1483	8.25	-13.15	-2.72641	0	1.00983	L
8.19296	-13.2392	-2.54168	0.217925	-1.25187	8.10139	-13.1447	8.1	-13.15	-3.00083	0	6.6006	R
8.04542	-13.2496	-2.56174	0.138917	-1.26581	7.95138	-13.1593	7.95	-13.15	-3.00084	0	0.904012	L
7.93559	-13.2725	-2.47653	0.101141	-1.22115	7.85182	-13.2702	7.8	-13.2	-2.72553	-0.908516	1.61068	R
7.76217	-13.2867	-2.54583	0.0260007	-1.22486	7.64076	-13.2654	7.65	-13.25	-2.72554	-0.908516	0.874219	L
7.56938	-13.2649	-2.71345	-0.0914738	-1.29508	7.51359	-13.2891	7.5	-13.2	-2.72544	0.908483	4.89119	R
7.41108	-13.2295	-2.72157	-0.175254	-1.30582	7.35762	-13.1417	7.35	-13.15	-2.72544	0.908483	0.559916	L
7.29475	-13.2137	-2.59677	-0.221383	-1.2671	7.19553	-13.2012	7.2	-13.15	-2.73035	0	2.13468	R
7.13233	-13.1791	-2.64236	-0.290637	-1.26435	7.05296	-13.1563	7.05	-13.15	-2.73035	0	0.388778	L
7.0056	-13.1445	-2.5811	-0.347547	-1.24551	6.87644	-13.2105	6.85	-13.15	-3.63616	0	0.655781	R
6.82083	-13.1112	-2.67866	-0.397815	-1.22426	6.672	-13.1364	6.65	-13.15	-3.63617	0	1.38631	L
6.74787	-13.1	-2.33776	-0.419089	-1.15027	6.53838	-13.1322	6.55	-13.15	-1.81656	0	13.4038	R
6.58428	-13.0751	-2.41693	-0.452741	-1.12021	6.46904	-13.1587	6.45	-13.15	-1.81657	0	1.26032	L
6.46309	-13.0178	-2.40119	-0.509097	-1.11228	6.22921	-13.0167	6.3	-13.1	-2.73109	0.910352	0.463973	R
6.29573	-12.9761	-2.48348	-0.539001	-1.08104	6.15723	-13.0319	6.15	-13.05	-2.73109	0.91036	1.38902	L
6.13781	-12.8712	-2.71251	-0.615599	-1.11143	5.95573	-12.8757	6	-12.95	-2.72331	1.81553	4.87893	R
5.97264	-12.802	-2.77522	-0.648863	-1.08392	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554	0.938081	L
5.87093	-12.7391	-2.62078	-0.688716	-1.05549	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475	2.66863	R
5.70066	-12.6775	-2.69155	-0.703503	-1.01393	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466	1.71372	L
5.57426	-12.5745	-2.76615	-0.757374	-1.01603	5.41889	-12.699	5.4	-12.65	-2.731	1.82067	0.688497	R
5.39938	-12.4956	-2.83892	-0.76856	-0.972964	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066	1.84259	L
5.29011	-12.399	-2.79007	-0.812673	-0.961408	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182	0.435085	R
5.14522	-12.3065	-2.8274	-0.834892	-0.93216	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182	0.736349	L
